id,doi,title,source,year
ILL16RO127,10.1038/srep14475,Magnetically-induced ferroelectricity in the (ND4)2[FeCl5(D2O)] molecular compound,Scientific Reports,2015
ILL15RO224,10.1002/anie.201407858,Emulsion ripening through molecular exchange at droplet contacts,Angewandte Chemie International Edition,2015
ILL15RO225,10.1002/ange.201407858,Emulsion ripening through molecular exchange at droplet contacts,Angewandte Chemie,2015
ILL15RO335,10.1088/2053-1591/2/7/075001,Magnetic disorder in TbAl2 nanoparticles,Materials Research Express,2015
ILL15RO417,10.1103/physrevb.92.014305,Structure and dynamics of the fullerene polymer Li4C60 studied with neutron scattering,Physical Review B,2015
ILL22RO1021,,Méthodes de cristallographie communes par rayons X et neutrons pour l'étude de réactions enzymatique,,2015
doc:PUB_ILL:25139,10.1051/epjconf/20158302015,A generalized mean-squared displacement from inelastic fixed window scans of incoherent neutron scat,EPJ Web of Conferences,2015
ILL15RO154,10.1051/epjconf/20158302015,A generalized mean-squared displacement from inelastic fixed window scans of incoherent neutron scat,EPJ Web of Conferences,2015
ILL17RO2001,,HOPE - a magneto-gravitational UCN trap to measure the neutron lifetime: design and first experiment,,2015
ILL15RO355,10.1021/la504253p,Generic role of polymer supports in the fine-adjustment of interfacial interactions between solid su,Langmuir,2015
ILL15RO220,10.1039/c4sm02000f,Thermal fluctuations in chemically cross-linked polymers of cyclodextrins,Soft Matter,2015
ILL15RO2014,,Production et détection de neutrons ultra-froids pour le spectromètre GRANIT,,2015
ILL15RO403,10.1155/2015/730437,Status of the GRANIT facility,Advances in High Energy Physics,2015
ILL16RU1012,10.1021/cm504679r,Outstanding atomic order in Ruddlesden-popper oxide microcrystals,Chemistry of Materials,2015
ILL15RU7060,10.1007/s00016-015-0158-8,US neutron facility development in the last half-century: A cautionary tale,Physics in Perspective,2015
ILL17RU2018,,Studio delle proprietà dinamiche di singola particella delle soluzioni acqua-metanolo attraverso tec,,2015
ILL15SA6037,10.1140/epjp/i2015-15053-1,3He-free neutron detectors and their applications,European Physical Journal Plus,2015
ILL15SA240,10.1039/c5sm00592b,The role of solvent swelling in the self-assembly of squalene based nanomedicines,Soft Matter,2015
ILL16SA1036,10.1038/nphys3186,Experimental realization of long-distance entanglement between spins in antiferromagnetic quantum sp,Nature Physics,2015
doc:PUB_ILL:25066,10.1021/acs.energyfuels.5b01217,Guest Migration Revealed in CO2Clathrate Hydrates,Energy & Fuels,2015
ILL15SA351,10.1021/acs.energyfuels.5b01217,Guest migration revealed in CO2 clathrate hydrates,Energy & Fuels,2015
ILL15SA1103,10.1016/j.matchemphys.2015.05.065,Sustainable low temperature preparation of Mn3-xCoxO4 (0 ≤ x < 3) spinel oxide colloidal dispersions,Materials Chemistry and Physics,2015
ILL15SA7084,10.1088/0953-8984/27/13/133201,Networks under pressure: The development of in situ high-pressure neutron diffraction for glassy and,Journal of Physics Condensed Matter,2015
ILL15SA7032,10.1007/978-3-319-15675-0_1,The atomic-scale structure of network glass-forming materials,Springer Series in Materials Science,2015
doc:PUB_ILL:25290,10.1021/acs.langmuir.5b02171,Proton Diffusion Coefficient in Electrospun Hybrid Membranes by Electrochemical Impedance Spectrosco,Langmuir,2015
ILL15SA298,10.1103/physrevd.91.075013,Probing the braneworld hypothesis with a neutron-shining-through-a-wall experiment,Physical Review D,2015
ILL15SA6050,10.1039/c4fd00225c,FD Nucleation: On the question of two-step nucleation in protein crystallization,Faraday Discussions,2015
ILL15SA144,10.1021/ja510533x,Real-time observation of nonclassical protein crystallization kinetics,Journal of the American Chemical Society,2015
ILL16SC400,10.1038/ncomms7490,Translational diffusion of hydration water correlates with functional motions in folded and intrinsi,Nature Communications,2015
ILL15SC6001,10.1016/j.physa.2014.06.088,Physical mechanisms of the interaction between lipid membranes in the aqueous environment,Physica A,2015
doc:PUB_ILL:25227,,Experimental study of ultracold neutron production in pressurized superfluid helium,Physical Review C,2015
ILL15SC301,10.1103/physrevc.92.024004,Experimental study of ultracold neutron production in pressurized superfluid helium,Physical Review C,2015
ILL15SC328,10.1039/c5cp01241d,Analysis of the structure of nanocomposites of triglyceride platelets and DNA,Physical Chemistry Chemical Physics,2015
ILL15SC139,10.1016/j.biomaterials.2014.12.041,Neutron reflectometry from poly (ethylene-glycol) brushes binding anti-PEG antibodies: Evidence of t,Biomaterials,2015
ILL15SC398,10.1016/j.cocis.2015.06.001,Structural characterization of soft interfaces by standing-wave fluorescence with X-rays and neutron,Current Opinion in Colloid & Interface Science,2015
ILL15SC361,10.1140/epja/i2015-15089-8,Preparatory studies for a high-precision Penning-trap measurement of the 163Ho electron capture Q-va,European Physical Journal A,2015
ILL15SC6079,,Planning for the future,Physics World,2015
ILL15SC2020,,Extraction par solvant : étude d’une interface liquide/liquide contenant des ligands en associant de,,2015
ILL15SC234,10.1039/c5cp01809a,Structure of a liquid/liquid interface during solvent extraction combining X-ray and neutron reflect,Physical Chemistry Chemical Physics,2015
ILL15SE2008,,Neutron reflectometry and ellipsometry applied to atmospheric night-time oxidation,,2015
ILL16SE128,10.1039/c5ra22725a,Complementarity of neutron reflectometry and ellipsometry for the study of atmospheric reactions at,RSC Advances,2015
ILL15SE318,10.1063/1.4923213,Hydration-dependent dynamics of human telomeric oligonucleotides in the picosecond timescale: A neut,Journal of Chemical Physics,2015
ILL15SE6094,10.1103/physrevc.92.065501,Upscattering of ultracold neutrons from gases,Physical Review C,2015
ILL15SE341,10.1080/10448632.2015.1057053,"D50, an innovative ILL prototype for a white beam neutron reflectometer",Neutron News,2015
ILL15SE247,10.1063/1.4921865,Hydrogen accumulation as the origin of delamination at the a-carbon/SiO2 interface,Journal of Applied Physics,2015
ILL15SE1116,10.1007/s10967-015-4040-6,Design and automation of a new versatile UHV plant for very vacuum-sensitive multilayer evaporations,Journal of Radioanalytical and Nuclear Chemistry,2015
ILL15SE1013,10.1016/j.colsurfb.2015.01.031,E. coli imprinted nano-structured silica micro-granules by spray drying: Optimization of calcination,Colloids and Surfaces B,2015
ILL15SE7008,10.1103/physrevc.91.025502,Reexamination of the standard model nucleon electric dipole moment,Physical Review C,2015
ILL15SE422,10.1103/physrevc.92.055501,New search for the neutron electric dipole moment with ultracold neutrons at ILL,Physical Review C,2015
ILL15SE232,10.1134/s1547477115020193,New measurements of the neutron electric dipole moment with the Petersburg Nuclear Physics Institute,Physics of Particles and Nuclei Letters,2015
ILL15SE6073,10.1021/acs.inorgchem.5b01001,"Homoleptic iron(II) complexes with the ionogenic ligand 6,6′-bis(1H-tetrazol-5-yl)-2,2′-bipyridine:",Inorganic Chemistry,2015
doc:PUB_ILL:29483,10.1016/j.jsb.2015.07.003,Computer-aided design of aptamers for cytochrome p450,Journal of Structural Biology,2015
ILL22SH1081,10.1088/0022-3727/48/50/504006,Crystal and magnetic structures of CaCu3Fe4O12and LaCu3Fe4O12: Distinct charge transitions of unusua,Journal of Physics D,2015
ILL15SI1061,10.1021/cm503570f,Site-dependent substitutions in mixed-metal metal-organic frameworks: A case study and guidelines fo,Chemistry of Materials,2015
ILL15SI132,10.1016/j.nima.2015.01.015,Improved instrument for the determination of the neutron electric charge,Nuclear Instruments and Methods in Physics Research A,2015
ILL15SI338,10.1002/ejic.201500084,Zero-field splitting in {MnIII3(μ3-O)} core single-molecule magnets investigated by inelastic neutro,European Journal of Inorganic Chemistry,2015
ILL16SI1042,10.1063/1.4938071,Focusing adaptive-optics for neutron spectroscopy at extreme conditions,Applied Physics Letters,2015
ILL15SI140,10.1109/tns.2015.2390218,Performance study of an integrated deltaE-E silicon detector telescope using the Lohengrin fission f,IEEE Transactions on Nuclear Science,2015
ILL15SK268,10.1103/physrevb.91.161104,Jahn-Teller versus quantum effects in the spin-orbital material LuVO3,Physical Review B,2015
ILL15SM192,10.1021/acs.inorgchem.5b00136,A new look at the structural properties of trisodium uranate Na3UO4,Inorganic Chemistry,2015
ILL15SM169,10.1016/j.jcis.2014.12.048,Surfactants with colloids: Adsorption or absorption?,Journal of Colloid and Interface Science,2015
doc:PUB_ILL:31441,,,Nuclear Instruments and Methods in Physics Research A,2015
ILL15SO7082,10.1016/j.nima.2014.11.007,The multianalyser system of the three axes neutron spectrometer PUMA: Pilot experiments with the inn,Nuclear Instruments and Methods in Physics Research A,2015
ILL16SO6013,10.1103/physrevc.92.051305,Two-hole structure outside Ni78: Existence of aμsisomer of 76Co and β decay into 76Ni,Physical Review C,2015
ILL16SO7046,,Main directions of scientific investigations in the field of nuclear fission and experimental setups,,2015
ILL15SO435,10.1039/c5dt03445k,High pressure synthesis of polar and non-polar cation-ordered polymorphs of Mn2ScSbO6,Dalton Transactions,2015
ILL15SO1056,10.1103/physrevc.91.011301,Nuclear structure insights into reactor antineutrino spectra,Physical Review C,2015
ILL15SO7071,10.1002/crat.201400439,The birth of time-of-flight (TOF) neutron powder diffraction at pulsed neutron source (invited),Crystal Research and Technology,2015
ILL15SP196,10.1021/la5045656,Solvent contribution to the stability of a physical gel characterized by quasi-elastic neutron scatt,Langmuir,2015
ILL16SP120,10.1103/physreva.92.062121,Weak values obtained in matter-wave interferometry,Physical Review A,2015
ILL16ST7008,10.1063/1.4936129,Communication: Probing anomalous diffusion in frequency space,Journal of Chemical Physics,2015
ILL15ST145,10.1021/jp509732q,Determination of conformational entropy of fully and partially folded conformations of holo- and apo,Journal of Physical Chemistry B,2015
ILL15ST7074,10.1063/1.4934638,Antineutrino analysis for continuous monitoring of nuclear reactors: Sensitivity study,Journal of Applied Physics,2015
doc:PUB_ILL:25338,,From soft harmonic phonons to fast relaxational dynamics in CH3NH3PbBr3,Physical Review B,2015
ILL15ST312,10.1103/physrevlett.114.247005,Single to multiquasiparticle excitations in the itinerant helical magnet CeRhIn5,Physical Review Letters,2015
ILL15ST1121,10.1103/physrevb.92.020415,Field-induced spin density wave and spiral phases in a layered antiferromagnet,Physical Review B,2015
doc:PUB_ILL:24289,,Unexpected efficiency boosting in CO2-microemulsions: A cyclohexane depletion zone near the fluorina,,2015
ILL15SU320,10.1016/j.bbrep.2015.08.019,Solution structure of variant H2A.Z.1 nucleosome investigated by small-angle X-ray and neutron scatt,Biochemistry and Biophysics Reports,2015
ILL15SU170,10.1016/j.jmapro.2015.03.003,Application of local mechanical tensioning and laser processing to refine microstructure and modify,Journal of Manufacturing Processes,2015
ILL15SU6027,10.1021/acs.chemmater.5b00588,Li2Cu2O(SO4)2: A possible electrode for sustainable Li-based batteries showing a 4.7 V redox Activit,Chemistry of Materials,2015
ILL15SW300,10.1103/physrevb.92.100303,From soft harmonic phonons to fast relaxational dynamics in CH3NH3PbBr3,Physical Review B,2015
ILL15KH7059,10.1016/j.ijfatigue.2015.06.006,Effect of impact damage on fatigue performance of structures reinforced with GLARE bonded crack reta,International Journal of Fatigue,2015
ILL15TA6082,10.1103/physrevb.91.115106,Iterative backflow renormalization procedure for many-body ground-state wave functions of strongly i,Physical Review B,2015
doc:PUB_ILL:29019,10.1038/nmat4351,Pressure-induced superconductivity in the iron-based ladder material BaFe2S3,Nature Materials,2015
ILL15TA6095,10.1021/acs.jpcc.5b08284,Graphene on Ni(111): Electronic corrugation and dynamics from helium atom scattering,Journal of Physical Chemistry C,2015
doc:PUB_ILL:25193,10.3390/membranes5040532,Strong Static Magnetic Fields Increase the Gel Signal in Partially Hydrated DPPC/DMPC Membranes,Membranes,2015
ILL16TA104,10.3390/membranes5040532,Strong static magnetic fields increase the gel signal in partially hydrated DPPC/DMPC membranes,Membranes,2015
ILL15TA6053,10.1103/physrevc.91.054324,β decay of 129Cd and excited states in 129In,Physical Review C,2015
ILL15TA1034,10.1016/j.jmmm.2014.12.048,Field induced spin chirality and chirality switching in magnetic multilayers,Journal of Magnetism and Magnetic Materials,2015
ILL15TA1002,10.1016/j.ica.2014.09.014,"Synthesis, characterization and dynamic behavior of some iridium carbonyl cluster complexes derived",Inorganica Chimica Acta,2015
ILL15TA6005,10.1016/j.jssc.2015.01.006,"Bi1-xNbxO1.5+x (x=0.0625, 0.12) fast ion conductors: Structures, stability and oxide ion migration p",Journal of Solid State Chemistry,2015
ILL15TE292,10.1103/physrevb.92.014201,Neutron diffraction of hydrogenous materials: Measuring incoherent and coherent intensities separate,Physical Review B,2015
ILL15TH326,10.1039/c5sm00484e,Self assembly of magnetic nanoparticles at silicon surfaces,Soft Matter,2015
ILL15TH6070,10.1080/10619127.2015.1035928,A new experiment to search for neutron-antineutron oscillations at the European Spallation Source,Nuclear Physics News,2015
ILL15TH359,10.1186/s12870-015-0538-x,"Diffraction evidence for the structure of cellulose microfibrils in bamboo, a model for grass and ce",BMC Plant Biology,2015
ILL15TI1125,10.1002/adfm.201501041,Electrochemically nanostructured polyvinylferrocene/polypyrrole hybrids with synergy for energy stor,Advanced Functional Materials,2015
ILL16TO7055,10.1134/s0031918x15130025,Polarized neutron reflectometry of magnetic nanostructures,Physics of Metals and Metallography,2015
ILL15TO365,10.1039/c5sm01713k,Anomalous and anisotropic nanoscale diffusion of hydration water molecules in fluid lipid membranes,Soft Matter,2015
ILL15TO299,10.1103/physrevb.92.104302,Phonons in the multiferroic langasite Ba3NbFe3Si2O14: Evidence for symmetry breaking,Physical Review B,2015
ILL15TO1119,10.1103/physrevb.92.014420,Superexchange interaction in the A-site ordered perovskite YMn3Al4O12,Physical Review B,2015
ILL15TR6009,10.1016/j.cemconres.2015.02.009,Structural changes in C-S-H gel during dissolution: Small-angle neutron scattering and Si-NMR charac,Cement and Concrete Research,2015
ILL15TR387,10.1016/j.ssi.2015.09.014,"Introduction of interstitial oxygen atoms in the layered perovskite LaSrIn1-xBxO4+δ system (B=Zr, Ti",Solid State Ionics,2015
ILL15TR104,10.1016/j.jallcom.2014.08.236,Ferromagnetism in single-valent manganites,Journal of Alloys and Compounds,2015
ILL15TR438,10.1134/s1063776115010173,Role of superexchange interactions in the ferromagnetism of manganites,Journal of Experimental and Theoretical Physics,2015
ILL15TS1006,10.1016/j.msea.2014.11.068,Effects of flow forming parameters on the development of residual stresses in Cr-Mo-V steel tubes,Materials Science and Engineering A,2015
doc:PUB_ILL:28986,,Myc and its interactors take shape,Biochimica et Biophysica Acta,2015
ILL16TU1039,10.1021/acs.langmuir.5b02403,Adsorption of hydrophobin-protein mixtures at the air-water interface: The impact of pH and electrol,Langmuir,2015
ILL15UR1057,10.1103/physrevb.91.104429,Field effects with H∥b on the incommensurate magnetic structures of multiferroic MnWO4 studied withi,Physical Review B,2015
ILL15VA6048,10.1016/j.phpro.2015.05.068,Study of neutron induced reactions on 7Be using large angle coincidence spectroscopy,Physics Procedia,2015
doc:PUB_ILL:32657,10.7566/jpsj.84.084707,Gradual Localization of 5fStates in Orthorhombic UTX Ferromagnets:Polarized Neutron Diffraction Stud,Journal of the Physical Society of Japan,2015
ILL15VA271,10.7566/jpsj.84.084707,Gradual localization of 5f states in orthorhombic UTX ferromagnets: Polarized neutron diffraction st,Journal of the Physical Society of Japan,2015
ILL15VA6057,10.1103/physrevc.92.014325,Internal decay of the (10−) intruder state in 184Tl,Physical Review C,2015
ILL15VA7035,10.1051/epn/2015304,"The Netherlands’ Physical Society, NNV, a vibrant community of 4000 physicists",Europhysics News,2015
doc:PUB_ILL:25089,10.1039/c5nr06353a,Nanoparticle self-assembly in mixtures of phospholipids with styrene/maleic acid copolymers or fluor,Nanoscale,2015
ILL15VA371,10.1007/s00792-015-0782-x,Molecular adaptation and salt stress response of Halobacterium salinarum cells revealed by neutron s,Extremophiles,2015
ILL15VD1087,10.1063/1.4929530,Thermal properties of halogen-ethane glassy crystals: Effects of orientational disorder and the role,Journal of Chemical Physics,2015
ILL15VE127,10.1038/nmat4136,High H- ionic conductivity in barium hydride,Nature Materials,2015
ILL15VE405,10.1134/s1063778815070121,Left-right asymmetry in integral spectra of γ-quanta in the interaction of nuclei with polarized the,Physics of Atomic Nuclei,2015
ILL15VI6074,10.1021/acs.inorgchem.5b00655,Ambient-pressure synthesis of two new vanadium-based calcium ferrite-type compounds: NaV1.25Ti0.75O4,Inorganic Chemistry,2015
ILL15VI7024,10.1107/s1600577515001496,Characterization of a Pt mirror to be used to deflect synchrotron radiation beam onto Langmuir monol,Journal of Synchrotron Radiation,2015
ILL15VI218,10.1039/c4sm02769h,Fusion of raft-like lipid bilayers operated by a membranotropic domain of the HSV-type I glycoprotei,Soft Matter,2015
ILL15VO340,10.1080/10448632.2015.1057054,Recent upgrade of the polarized neutron reflectometer Super ADAM,Neutron News,2015
ILL15VU278,10.1016/j.jssc.2015.05.022,Investigation of the La2O3-Nb2O5-WO3 ternary phase diagram: Isolation and crystal structure determin,Journal of Solid State Chemistry,2015
ILL15VU7063,10.1103/physreve.91.052705,Motional displacements in proteins: The origin of wave-vector-dependent values,Physical Review E,2015
ILL15WA426,10.1038/srep17079,Antiferromagnetic structure in tetragonal CuMnAs thin films,Scientific Reports,2015
ILL15WA7040,10.1007/978-3-319-05275-5_1,Structure elucidation of natural compounds by X-ray crystallography,Progress in the Chemistry of Organic Natural Products,2015
ILL15WE7058,10.1016/j.nima.2015.05.003,Tailoring phase-space in neutron beam extraction,Nuclear Instruments and Methods in Physics Research A,2015
ILL15WE7072,10.1103/physrevc.92.045810,"Ni63(n,γ) cross sections measured with DANCE",Physical Review C,2015
ILL15WE194,10.1021/la504837s,Neutron reflection study of the adsorption of the phosphate surfactant NaDEHP onto alumina from wate,Langmuir,2015
ILL15WE146,10.1039/c4cc09944c,Complete structure and cation orientation in the perovskite photovoltaic methylammonium lead iodide,Chemical Communications,2015
ILL15WE6013,10.1103/physrevb.91.054424,Disorder from order among anisotropic next-nearest-neighbor Ising spin chains in SrHo2O4,Physical Review B,2015
ILL15WH360,10.1007/s00249-015-1030-0,The aggregation of “native” human serum albumin,European Biophysics Journal,2015
ILL15WI6016,10.1021/acs.jpcb.5b01343,Melting of highly oriented fiber DNA subjected to osmotic pressure,Journal of Physical Chemistry B,2015
ILL16WI126,10.1103/physrevb.92.224408,Magnetic structure of the quasi-two-dimensional antiferromagnet NiPS3,Physical Review B,2015
ILL15WI1065,10.1021/ic502445t,Absence of colossal magnetoresistance in the oxypnictide PrMnAsO0.95F0.05,Inorganic Chemistry,2015
ILL16WI1044,10.1088/0953-8984/27/11/116001,A high pressure neutron study of colossal magnetoresistant NdMnAsO0.95F0.05,Journal of Physics Condensed Matter,2015
ILL15WI7078,10.1016/j.mattod.2015.09.003,Neutrons lead the search for oxygen ion conductors,Materials Today,2015
ILL15WO1083,10.1002/chem.201406136,"On copper(I) fluorides, the cuprophilic interaction, the preparation of copper nitride at room tempe",Chemistry - A European Journal,2015
ILL15WO233,10.1209/0295-5075/110/46001,Atomic caging in multicomponent glass-forming metallic liquids,Europhysics Letters,2015
ILL15WO7048,10.1016/j.nima.2015.06.034,"Exploring the structure of biological macromolecules in solution using Quokka, the small angle neutr",Nuclear Instruments and Methods in Physics Research A,2015
ILL15WO286,10.1021/acs.langmuir.5b01718,Polarized neutron reflectometry of nickel corrosion inhibitors,Langmuir,2015
doc:PUB_ILL:28941,10.1021/acs.langmuir.5b01718,Polarized Neutron Reflectometry of Nickel Corrosion Inhibitors,Langmuir,2015
ILL15WO400,10.1107/s1600576715014053,The atomic scale structure of graphene powder studied by neutron and X-ray diffraction,Journal of Applied Crystallography,2015
ILL15WR399,,A neutron diffraction study of six M2O.M'2O.5B2O3 mixed-modifier di-pentaborate glasses,Physics and Chemistry of Glasses,2015
ILL15XU200,10.1063/1.4914531,Analysis of the spin Hall effect in CuIr alloys: Combined approach of density functional theory and,Journal of Applied Physics,2015
ILL15XU181,10.1103/physrevlett.114.017202,Sign change of the spin hall effect due to electron correlation in nonmagnetic CuIr alloys,Physical Review Letters,2015
ILL15YA421,10.1093/ptep/ptv015,Pulsed neutron-beam focusing by modulating a permanent-magnet sextupole lens,Progress of Theoretical and Experimental Physics,2015
ILL16YA112,10.1063/1.4918585,Influence of length and conformation of saccharide head groups on the mechanics of glycolipid membra,Journal of Chemical Physics,2015
ILL15YA147,10.1039/c4sm02712d,On the formation of dendrimer/nucleolipids surface films for directed self-assembly,Soft Matter,2015
ILL15YA148,10.1021/bm501519u,Small angle neutron scattering studies on the internal structure of poly(lactide-co-glycolide)-block,Biomacromolecules,2015
ILL15YA195,10.1021/acs.inorgchem.5b00051,Insight into the structure and functional application of the Sr0.95Ce0.05CoO3-δ cathode for solid ox,Inorganic Chemistry,2015
ILL15YA1009,10.1016/j.jssc.2014.11.016,Magnetic order and crystal structure study of YNi4Si-type NdNi4Si,Journal of Solid State Chemistry,2015
doc:PUB_ILL:24377,10.1002/prot.24724,Frequent side chain methyl carbon-oxygen hydrogen bonding in proteins revealed by computational and,"Proteins: Structure, Function and Bioinformatics",2015
doc:PUB_ILL:24370,10.1002/prot.24724,Frequent side chain methyl carbon-oxygen hydrogen bonding in proteins revealed by computational and,"Proteins: Structure, Function and Bioinformatics",2015
ILL21ZA6077,,H2O : première molécule de la vie,,2015
ILL15ZA7065,10.1103/physrevlett.115.102503,Total absorption spectroscopy study of Rb92 decay: A major contributor to reactor antineutrino spect,Physical Review Letters,2015
ILL15ZA7041,10.1007/978-3-662-44133-6_7,Neutron scattering and its application to strongly correlated systems,Springer Series in Solid-State Sciences,2015
ILL16ZA1018,,Welding simulation of tubular K-joints in steel S690QH,,2015
ILL15ZA1122,10.1103/physrevlett.114.187801,Collective ion dynamics in liquid zinc: Evidence for complex dynamics in a non-free-electron liquid,Physical Review Letters,2015
ILL15ZA6063,10.1016/j.phpro.2015.08.116,Adaptation of a high frequency ultrasonic transducer to the measurement of water temperature in a nu,Physics Procedia,2015
ILL15ZA6062,10.1016/j.phpro.2015.08.110,High frequency transducer dedicated to the high-resolution in situ measurement of the distance betwe,Physics Procedia,2015
ILL15ZB229,10.1007/978-3-319-06656-1_6,Organic solar cells,,2015
ILL15ZE106,10.1016/j.jnoncrysol.2014.08.027,Structure of the network glass-former ZnCl2: From the boiling point to the glass,Journal of Non-Crystalline Solids,2015
doc:PUB_ILL:25883,10.1007/s00396-014-3447-x,Recycling metals by controlled transfer of ionic species between complex fluids: en route to “ienaic,Colloid and Polymer Science,2015
ILL15ZE337,10.1107/s2052520615005442,Neutron Laue and X-ray diffraction study of a new crystallographic superspace phase inn-nonadecane-u,Acta Crystallographica B,2015
doc:PUB_ILL:30007,10.1002/ange.201503236,Precipitating Sodium Dodecyl Sulfate to Create Ultrastable and Stimulable Foams,Angewandte Chemie,2015
ILL15ZH262,10.1021/acs.macromol.5b00645,Rehydration of thermoresponsive poly(monomethoxydiethylene glycol acrylate) films probedin situby re,Macromolecules,2015
ILL15ZH376,10.1103/physrevb.92.144421,Identification of electronic state in perovskite CaCrO3 by high-pressure studies,Physical Review B,2015
ILL15ZI442,10.1103/physrevc.92.015501,Ultracold neutron accumulation in a superfluid-helium converter with magnetic multipole reflector,Physical Review C,2015
ILL16ZU121,10.1144/sp409.5,Quantitative 3D microstructural analysis of naturally deformed amphibolite from the Southern Alps (I,"Geological Society, London, Special Publications",2015
