id,doi,title,type,source,year
WOS:000355983200006,10.1002/ejic.201500084,Zero-Field Splitting in {MnIII3(3-O)} Core Single-Molecule Magnets Investigated by Inelastic Neutron Scattering and High-Field Electron Paramagnetic Resonance Spectroscopy,J,1434-1948 | EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,2015
WOS:000351844900012,10.1051/epjconf/20158302010,Neutron scattering studies on protein dynamics using the human myelin peripheral membrane protein P2,C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000369343200006,10.1134/s1063778815130293,PNPI differential EDM spectrometer and latest results of measurements of the neutron electric dipole moment,J,1063-7788 | PHYSICS OF ATOMIC NUCLEI,2015
WOS:000352683900006,10.1103/physrevb.91.134416,Inclined magnetic structure of iron borate PrxY1-xFe3(BO3)4: A neutron diffraction study and crystal-field calculations,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000369987600012,10.1088/2053-1591/2/2/025401,Crystal structure of human tooth enamel studied by neutron diffraction,J,2053-1591 | MATERIALS RESEARCH EXPRESS,2015
WOS:000364156300008,10.1103/physreva.92.053407,Frequency shifts and relaxation rates for spin-1/2 particles moving in electromagnetic fields,J,1050-2947 | PHYSICAL REVIEW A,2015
WOS:000346911600005,10.1039/c4sm02010c,Structural and microscopic relaxations in a colloidal glass,J,1744-683X | SOFT MATTER,2015
WOS:000362014300001,10.1155/2015/803267,Progress in the Characterization of the Surface Species in Activated Carbons by means of INS Spectroscopy Coupled with Detailed DFT Calculations,J,1687-8108 | ADVANCES IN CONDENSED MATTER PHYSICS,2015
WOS:000351610900001,10.1155/2015/730437,Status of the GRANIT Facility,J,1687-7357 | ADVANCES IN HIGH ENERGY PHYSICS,2015
WOS:000347609400050,10.1039/c4ra14330b,Synergetic effect of sodium polystyrene sulfonate and guanidine hydrochloride on the surface properties of lysozyme solutions,J,2046-2069 | RSC ADVANCES,2015
WOS:000350679300013,10.1039/c4sm02712d,On the formation of dendrimer/nucleolipids surface films for directed self-assembly,J,1744-683X | SOFT MATTER,2015
WOS:000364175000038,10.1021/acs.inorgchem.5b01895,"Synthesis, Crystal Chemistry, and Electrochemical Properties of Li7-2xLa3Zr2-xMoxO12 (x=0.1-0.4): Stabilization of the Cubic Garnet Polymorph via Substitution of Zr4+ by Mo6+",J,0020-1669 | INORGANIC CHEMISTRY,2015
WOS:000354984100391,10.1063/1.4914531,Analysis of the spin Hall effect in CuIr alloys: Combined approach of density functional theory and Hartree-Fock approximation,J,0021-8979 | JOURNAL OF APPLIED PHYSICS,2015
WOS:000354395400045,10.1039/c4ta06688j,O3-NaxMn1/3Fe2/3O2 as a positive electrode material for Na-ion batteries: structural evolutions and redox mechanisms upon Na+ (de) intercalation,J,2050-7488 | JOURNAL OF MATERIALS CHEMISTRY A,2015
WOS:000356484700004,10.1103/physrevlett.114.247005,Single to Multiquasiparticle Excitations in the Itinerant Helical Magnet CeRhIn5,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000353031100004,10.1103/physrevb.91.144414,Consequences of critical interchain couplings and anisotropy on a Haldane chain,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000353138700003,10.1103/physrevd.91.075013,Probing the braneworld hypothesis with a neutron-shining-through-a-wall experiment,J,1550-7998 | PHYSICAL REVIEW D,2015
WOS:000349277500008,10.1016/j.ssi.2014.12.007,High temperature crystal chemistry of the n=3 Ruddlesden-Popper phase LaSr3Fe1.5Co1.5O10-δ,J,0167-2738 | SOLID STATE IONICS,2015
WOS:000360961400002,10.1103/physrevb.92.104302,Phonons in the multiferroic langasite Ba3NbFe3Si2O14: Evidence for symmetry breaking,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000362890900001,10.1103/physrevb.92.134205,Effect of tellurium concentration on the structural and vibrational properties of phase-change Ge-Sb-Te liquids,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000352068300021,10.1103/physrevlett.114.017202,Sign Change of the Spin Hall Effect due to Electron Correlation in Nonmagnetic CuIr Alloys,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000351295600019,10.1088/0953-8984/27/13/136001,Polarized neutron reflectivity from monolayers of self-assembled magnetic nanoparticles,J,0953-8984 | JOURNAL OF PHYSICS-CONDENSED MATTER,2015
WOS:000354878500103,10.1088/1757-899x/82/1/012102,Texture gradient in a copper tube at maximum and minimum wall thickness,C,1757-8981 | 17TH INTERNATIONAL CONFERENCE ON TEXTURES OF MATERIALS (ICOTOM 17),2015
WOS:000366433700047,10.1039/c5ra20215a,In situ Rheo-GISANS of triblock copolymers: gelation and shear effects on quasi-crystalline structures at interfaces,J,nan | RSC ADVANCES,2015
WOS:000355632900002,10.1039/c5cp01809a,Structure of a liquid/liquid interface during solvent extraction combining X-ray and neutron reflectivity measurements,J,1463-9076 | PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2015
WOS:000354984100384,10.1063/1.4906443,Enhanced spin Hall effect by electron correlations in CuBi alloys,J,0021-8979 | JOURNAL OF APPLIED PHYSICS,2015
WOS:000364646600001,10.1038/srep16520,"Determinants of ligand binding and catalytic activity in the myelin enzyme 2′, 3′-cyclic nucleotide 3′-phosphodiesterase",J,2045-2322 | SCIENTIFIC REPORTS,2015
WOS:000356221000009,10.1103/physrevlett.114.247202,Anisotropy-Tuned Magnetic Order in Pyrochlore Iridates,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000366381200001,10.1038/ncomms9961,Magnetic moments induce strong phonon renormalization in FeSi,J,2041-1723 | NATURE COMMUNICATIONS,2015
WOS:000357873900039,10.1063/1.4923213,Hydration-dependent dynamics of human telomeric oligonucleotides in the picosecond timescale: A neutron scattering study,J,0021-9606 | JOURNAL OF CHEMICAL PHYSICS,2015
WOS:000358228400017,10.1039/c5tc01607j,Absence of magnetic ordering in the ground state of a SrTm2O4 single crystal,J,2050-7526 | JOURNAL OF MATERIALS CHEMISTRY C,2015
WOS:000357169700003,10.1038/ncomms8255,Spin-stripe phase in a frustrated zigzag spin-1/2 chain,J,nan | NATURE COMMUNICATIONS,2015
WOS:000349575200007,10.1021/la504579c,Electrostatic Interaction between Nonuniformly Charged Colloids: Experimental and Numerical Study,J,0743-7463 | LANGMUIR,2015
WOS:000362384000003,10.1021/acs.jpcb.5b05849,Molecular Dynamics Simulations of a Powder Model of the Intrinsically Disordered Protein Tau,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000380404200042,,Grenoble Large Scale Facilities for advanced characterisation of microelectronics devices,C,nan | 2015 15TH EUROPEAN CONFERENCE ON RADIATION AND ITS EFFECTS ON COMPONENTS AND SYSTEMS (RADECS),2015
WOS:000350568400008,10.1134/s1063776115010173,Role of superexchange interactions in the ferromagnetism of manganites,J,1063-7761 | JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,2015
WOS:000350524600009,10.1016/j.biomaterials.2014.12.041,Neutron reflectometry from poly (ethylene-glycol) brushes binding anti-PEG antibodies: Evidence of ternary adsorption,J,0142-9612 | BIOMATERIALS,2015
WOS:000352147500048,10.1016/j.physletb.2015.02.063,Neutron interferometry constrains dark energy chameleon fields,J,0370-2693 | PHYSICS LETTERS B,2015
WOS:000357636300006,10.1103/physrevb.92.045202,Elevated Curie temperature and half-metallicity in the ferromagnetic semiconductor LaxEu1-xO,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000356100900035,10.1371/journal.pone.0128954,Dynamics of the Peripheral Membrane Protein P2 from Human Myelin Measured by Neutron Scattering-A Comparison between Wild-Type Protein and a Hinge Mutant,J,1932-6203 | PLOS ONE,2015
WOS:000353448900003,10.1103/physrevb.91.134425,Muon spin rotation and neutron scattering study of the noncentrosymmetric tetragonal compound CeAuAl3,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000365465600016,10.1021/acs.chemmater.5b03001,Temperature-Dependent Dynamics of Polyalkylthiophene Conjugated Polymers: A Combined Neutron Scattering and Simulation Study,J,0897-4756 | CHEMISTRY OF MATERIALS,2015
WOS:000351792800011,10.1021/la504837s,Neutron Reflection Study of the Adsorption of the Phosphate Surfactant NaDEHP onto Alumina from Water,J,0743-7463 | LANGMUIR,2015
WOS:000361253700016,10.1021/acs.macromol.5b00770,Nanostructure and Transport Properties of Proton Conducting Self-Assembled Perfluorinated Surfactants: A Bottom-Up Approach toward PFSA Fuel Cell Membranes,J,0024-9297 | MACROMOLECULES,2015
WOS:000353865800043,10.1021/acs.chemmater.5b00588,Li2Cu2O(SO4)2: a Possible Electrode for Sustainable Li-Based Batteries Showing a 4.7 V Redox Activity vs Li+/Li0,J,0897-4756 | CHEMISTRY OF MATERIALS,2015
WOS:000348713900005,10.1002/anie.201407858,Emulsion Ripening through Molecular Exchange at Droplet Contacts,J,1433-7851 | ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,2015
WOS:000365346800012,10.1088/0953-8984/27/47/476001,Magnetic structures of R5Ni2In4 and R11Ni4In9 (R = Tb and Ho): strong hierarchy in the temperature dependence of the magnetic ordering in the multiple rare-earth sublattices,J,0953-8984 | JOURNAL OF PHYSICS-CONDENSED MATTER,2015
WOS:000351844900007,10.1051/epjconf/20158302005,High-resolution neutron spectroscopy on protein solution samples,C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000368443100006,10.1088/0022-3727/48/50/504004,Solid-state reactivity explored in situ by synchrotron radiation on single crystals: from SrFeO2.5 to SrFeO3 via electrochemical oxygen intercalation,J,0022-3727 | JOURNAL OF PHYSICS D-APPLIED PHYSICS,2015
WOS:000363224700005,10.1098/rsif.2015.0506,Dynamic footprint of sequestration in the molecular fluctuations of osteopontin,J,1742-5689 | JOURNAL OF THE ROYAL SOCIETY INTERFACE,2015
WOS:000351844900005,10.1051/epjconf/20158302003,"Proton dynamics in bacterial spores, a neutron scattering investigation",C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000480363600451,10.1107/s2053273315095492,RbMnPO4 Zeol e-ABW-Type new multifcrroic mineral related material,J,2053-2733 | ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES,2015
WOS:000359096400052,10.1021/acs.inorgchem.5b01209,Design of Single-Molecule Magnets: Insufficiency of the Anisotropy Barrier as the Sole Criterion,J,0020-1669 | INORGANIC CHEMISTRY,2015
WOS:000346911900020,10.1039/c4sm90166e,"Structural heterogeneity of milk casein micelles: a SANS contrast variation study (vol 11, pg 389, 2015)",J,1744-683X | SOFT MATTER,2015
WOS:000354963700004,10.1039/c5sm00592b,The role of solvent swelling in the self-assembly of squalene based nanomedicines,J,1744-683X | SOFT MATTER,2015
WOS:000355253600010,10.1088/0953-8984/27/22/225403,Anisotropy in the Raman scattering of a CaFeO2.5 single crystal and its link with oxygen ordering in Brownmillerite frameworks,J,0953-8984 | JOURNAL OF PHYSICS-CONDENSED MATTER,2015
WOS:000358163400026,10.1080/02678292.2014.986769,The adsorption of fluorinated dopants at the surface of 5CB: a neutron reflection study,J,0267-8292 | LIQUID CRYSTALS,2015
WOS:000367077800001,10.1038/srep18317,Spatially modulated structural colour in bird feathers,J,2045-2322 | SCIENTIFIC REPORTS,2015
WOS:000351181600013,10.1103/physrevlett.114.117601,Evidence for Room Temperature Electric Polarization in RMn2O5 Multiferroics,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000361212000055,10.1039/c5sc01181g,"Pd-η3-C6H9 complexes of the Trost modular ligand: high nuclearity columnar aggregation controlled by concentration, solvent and counterion",J,2041-6520 | CHEMICAL SCIENCE,2015
WOS:000350388900083,10.1016/j.jallcom.2015.01.162,Single-crystal and powder neutron diffraction study of the FeXMn1-XS solid solutions,J,0925-8388 | JOURNAL OF ALLOYS AND COMPOUNDS,2015
WOS:000347921600003,10.1103/physrevb.91.035103,Magnetic excitation spectrum of LuFe2O4 measured with inelastic neutron scattering,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000348165800001,10.1038/srep07968,Distinct itinerant spin-density waves and local-moment antiferromagnetism in an intermetallic ErPd2Si2 single crystal,J,2045-2322 | SCIENTIFIC REPORTS,2015
WOS:000380001400263,,Probing the solution structure of membrane proteins using small angle neutron scattering (SANS),J,0175-7571 | EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,2015
WOS:000348203200024,10.1039/c4cp02992e,Pressure-induced molten globule state of human acetylcholinesterase: structural and dynamical changes monitored by neutron scattering,J,1463-9076 | PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2015
WOS:000368084300002,10.1088/1742-6596/663/1/012002,A Monte Carlo simulation code applied to diffraction experiments with polarization analysis,C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000358307500075,10.1051/epjconf/20159302020,Fission studies by prompt gamma-ray spectrometry,C,2100-014X | CGS15 - CAPTURE GAMMA-RAY SPECTROSCOPY AND RELATED TOPICS,2015
WOS:000361117100005,10.1103/physrevb.92.094425,"Contrasting effect of La substitution on the magnetic moment direction in the Kondo semiconductors CeT2Al10 (T=Ru,Os)",J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000367998600012,10.1144/sp409.5,"Quantitative 3D microstructural analysis of naturally deformed amphibolite from the Southern Alps (Italy): microstructures, CPO and seismic anisotropy from a fossil extensional margin",C,"0305-8719 | ROCK DEFORMATION FROM FIELD, EXPERIMENTS AND THEORY: A VOLUME IN HONOUR OF ERNIE RUTTER",2015
WOS:000364819400016,10.1016/j.jcrysgro.2015.09.014,Structural inhomogeneities in Fe Te0.6Se0.4: Relation to superconductivity,J,0022-0248 | JOURNAL OF CRYSTAL GROWTH,2015
WOS:000351844900013,10.1051/epjconf/20158302011,Encapsulation of paclitaxel into a bio-nanocomposite. A study combining inelastic neutron scattering to thermal analysis and infrared spectroscopy,C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000354020300002,10.1088/1367-2630/17/4/043020,Pressure induced evolution of superconductivity and magnetic hourglass dispersion in Fe1.02Te0.7Se0.3,J,1367-2630 | NEW JOURNAL OF PHYSICS,2015
WOS:000368443100010,10.1088/0022-3727/48/50/504008,High pressure single crystal x-ray and neutron powder diffraction study of the ferroelectric-paraelectric phase transition in PbTiO3,J,0022-3727 | JOURNAL OF PHYSICS D-APPLIED PHYSICS,2015
WOS:000364422100006,10.1107/s1600577515016318,Custom AFM for X-ray beamlines: in situ biological investigations under physiological conditions,J,1600-5775 | JOURNAL OF SYNCHROTRON RADIATION,2015
WOS:000356609500023,10.1209/0295-5075/110/37007,Spin-lattice coupling and frustrated magnetism in Fe-doped hexagonal LuMnO3,J,0295-5075 | EPL,2015
WOS:000359216900001,10.1155/2015/467409,Quantum Gravitational Spectroscopy,J,1687-7357 | ADVANCES IN HIGH ENERGY PHYSICS,2015
WOS:000366498200013,10.1103/physrevc.92.065501,Upscattering of ultracold neutrons from gases,J,0556-2813 | PHYSICAL REVIEW C,2015
WOS:000357634800004,10.1103/physrevb.92.014410,Magnetic field and doping dependence of low-energy spin fluctuations in the antiferroquadrupolar compound Ce1-xLaxB6,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000344429000106,10.1016/j.jallcom.2014.08.236,Ferromagnetism in single-valent manganites,J,0925-8388 | JOURNAL OF ALLOYS AND COMPOUNDS,2015
WOS:000347018300037,10.1016/j.jnoncrysol.2014.08.045,From the capillary condensation to the glass transition of a confined molecular liquid: Case of toluene,J,0022-3093 | JOURNAL OF NON-CRYSTALLINE SOLIDS,2015
WOS:000357192200021,10.1039/c5sm01071c,"Reply to the 'Comment on Cholesterol Solubility Limit in Lipid Membranes probed by Small Angle Neutron Scattering and MD simulations' by R. Epand, Soft Matter, 2015, 11, DOI: 10.1039/C4SM02819H",J,1744-683X | SOFT MATTER,2015
WOS:000362153400041,10.1016/j.bbamem.2015.06.006,Lipid polyunsaturation determines the extent of membrane structural changes induced by Amphotericin B in Pichia pastoris yeast,J,0005-2736 | BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,2015
WOS:000353565500045,10.5506/aphyspolb.46.647,STUDY OF LOW-SPIN STATES IN Ca ISOTOPES VIA NEUTRON CAPTURE REACTIONS,J,0587-4254 | ACTA PHYSICA POLONICA B,2015
WOS:000348493500011,10.1088/0953-8984/27/4/046004,Neutron diffraction study of the (BiFeO3)1-x(PbTiO3)x solid solution: nanostructured multiferroic system,J,0953-8984 | JOURNAL OF PHYSICS-CONDENSED MATTER,2015
WOS:000365298300002,10.1038/srep17079,Antiferromagnetic structure in tetragonal CuMnAs thin films,J,2045-2322 | SCIENTIFIC REPORTS,2015
WOS:000350995400006,10.1103/physrevb.91.115106,Iterative backflow renormalization procedure for many-body ground-state wave functions of strongly interacting normal Fermi liquids,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000368084300010,10.1088/1742-6596/663/1/012010,Low energy spin wave excitations in amplitude modulated magnetic structure of PrNi2Si2,C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000349785900001,10.1103/physrevb.91.060402,Spin excitations in the two-dimensional strongly coupled dimer system malachite,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000359673400001,10.1103/physrevb.92.060408,Giant magnetic field dependence of the coupling between spin chains in BaCo2V2O8,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000352518600058,10.1021/acs.inorgchem.5b00136,A New Look at the Structural Properties of Trisodium Uranate Na3UO4,J,0020-1669 | INORGANIC CHEMISTRY,2015
WOS:000347813700001,10.1038/srep07720,Pressure control of magnetic clusters in strongly inhomogeneous ferromagnetic chalcopyrites,J,2045-2322 | SCIENTIFIC REPORTS,2015
WOS:000350517700018,10.1016/j.actamat.2015.01.005,Probing the structure of a liquid metal during vitrification,J,1359-6454 | ACTA MATERIALIA,2015
WOS:000350698500011,10.1039/c4sm02000f,Thermal fluctuations in chemically cross-linked polymers of cyclodextrins,J,1744-683X | SOFT MATTER,2015
WOS:000351971100010,10.1021/acs.jpcb.5b01343,Melting of Highly Oriented Fiber DNA Subjected to Osmotic Pressure,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000368084300001,10.1088/1742-6596/663/1/012001,On the exchange bias effect in NiO nanoparticles with a core(antiferromagnetic)/shell (spin glass) morphology,C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000360883800001,10.1103/physrevb.92.100303,From soft harmonic phonons to fast relaxational dynamics in CH3NH3PbBr3,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000358848000001,10.1103/physrevc.92.014325,Internal decay of the (10-) intruder state in 184Tl,J,0556-2813 | PHYSICAL REVIEW C,2015
WOS:000358307500015,10.1051/epjconf/20159301015,From EXILL (EXogam at the ILL) to FIPPS (FIssion Product Prompt γ-ray Spectrometer),C,2100-014X | CGS15 - CAPTURE GAMMA-RAY SPECTROSCOPY AND RELATED TOPICS,2015
WOS:000359546900015,10.1039/c5nr03702f,Dynamic phase diagram of soft nanocolloids,J,2040-3364 | NANOSCALE,2015
WOS:000358681100014,10.7566/jpsj.84.084707,Gradual Localization of 5f States in Orthorhombic UTX Ferromagnets: Polarized Neutron Diffraction Study of Ru Substituted UCoGe,J,0031-9015 | JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,2015
WOS:000351752700001,10.1140/epjp/i2015-15053-1,3He-free neutron detectors and their applications,J,2190-5444 | EUROPEAN PHYSICAL JOURNAL PLUS,2015
WOS:000353680800002,10.1103/physrevb.91.144114,Two-dimensional Cs-vacancy superstructure in iron-based superconductor Cs0.8Fe1.6Se2,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000355665200001,10.1140/epjc/s10052-015-3329-5,HOLMES The electron capture decay of 163Ho to measure the electron neutrino mass with sub-eV sensitivity,J,1434-6044 | EUROPEAN PHYSICAL JOURNAL C,2015
WOS:000350321200001,10.1103/physrevd.91.042006,Frequency shifts in gravitational resonance spectroscopy,J,1550-7998 | PHYSICAL REVIEW D,2015
WOS:000363224000035,10.1021/acs.inorgchem.5b01676,Polymorphism in Thermoelectric As2Te3,J,0020-1669 | INORGANIC CHEMISTRY,2015
WOS:000364216600004,10.1103/physrevlett.115.196602,Strong Suppression of the Spin Hall Effect in the Spin Glass State,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000356657200001,10.1103/physrevb.91.214111,High-pressure polymorph of LuFe2O4 with room-temperature antiferromagnetic order,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000353565500044,10.5506/aphyspolb.46.637,PARTICLE-CORE COUPLINGS CLOSE TO NEUTRON-RICH DOUBLY-MAGIC NUCLEI,J,0587-4254 | ACTA PHYSICA POLONICA B,2015
WOS:000351509100001,10.1103/physrevb.91.104412,Anomalous breakdown of Bloch's rule in the Mott-Hubbard insulator MnTe2,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000361445500011,10.1007/s12043-015-1065-x,The EXILL campaign,J,0304-4289 | PRAMANA-JOURNAL OF PHYSICS,2015
WOS:000363471900019,10.1038/nmat4402,Neel-type skyrmion lattice with confined orientation in the polar magnetic semiconductor GaV4S8,J,1476-1122 | NATURE MATERIALS,2015
WOS:000356961400011,10.1039/c4fd00266k,Chiral habit selection on nanostructured epitaxial quartz films,J,1359-6640 | FARADAY DISCUSSIONS,2015
WOS:000350445100004,10.1039/c4cc07828d,Crystallization of hollow mesoporous silica nanoparticles,J,1359-7345 | CHEMICAL COMMUNICATIONS,2015
WOS:000371322600062,10.1063/1.4932297,"Excitations of One-valence-proton, One-valence-neutron Nucleus 210Bi from Cold-neutron Capture",C,0094-243X | NUCLEAR STRUCTURE AND DYNAMICS '15,2015
WOS:000355530900012,10.1038/ncomms8061,Direct observation of finite size effects in chains of antiferromagnetically coupled spins,J,2041-1723 | NATURE COMMUNICATIONS,2015
WOS:000352719300003,10.1038/ncomms7490,Translational diffusion of hydration water correlates with functional motions in folded and intrinsically disordered proteins,J,2041-1723 | NATURE COMMUNICATIONS,2015
WOS:000359058700002,10.1103/physrevlett.115.062501,Direct Measurement of the Mass Difference of 163Ho and 163Dy Solves the Q-Value Puzzle for the Neutrino Mass Determination,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000350207200005,10.1103/physrevb.91.054424,Disorder from order among anisotropic next-nearest-neighbor Ising spin chains in SrHo2O4,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000351610000001,10.1155/2015/379642,Prospects for Studies of the Free Fall and Gravitational Quantum States of Antimatter,J,1687-7357 | ADVANCES IN HIGH ENERGY PHYSICS,2015
WOS:000359096400033,10.1021/acs.inorgchem.5b01001,"Homoleptic Iron(II) Complexes with the Ionogenic Ligand 6,6′-Bis(1H-tetrazol-5-yl)-2,2′-bipyridine: Spin Crossover Behavior in a Singular 2D Spin Crossover Coordination Polymer",J,0020-1669 | INORGANIC CHEMISTRY,2015
WOS:000348475700003,10.1103/physrevb.91.035129,Lattice dynamics of the heavy-fermion compound URu2Si2,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000352750200048,10.1021/acs.nanolett.5b00104,Depth Profiling Charge Accumulation from a Ferroelectric into a Doped Mott Insulator,J,1530-6984 | NANO LETTERS,2015
WOS:000352685500003,10.1103/physrevb.91.161104,Jahn-Teller versus quantum effects in the spin-orbital material LuVO3,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000346831100025,10.1038/nphys3172,Fractional excitations in the square-lattice quantum antiferromagnet,J,1745-2473 | NATURE PHYSICS,2015
WOS:000362668400014,10.1063/1.4931615,Substitution site and effects on magnetism in Sr-for-Ca substituted CaBaCo4O7,J,0021-8979 | JOURNAL OF APPLIED PHYSICS,2015
WOS:000350622500002,10.1103/physrevc.91.034310,Characterization of the low-lying 0+ and 2+ states in 68Ni via β decay of the low-spin 68Co isomer,J,0556-2813 | PHYSICAL REVIEW C,2015
WOS:000364531800001,10.1140/epja/i2015-15143-7,A device for simultaneous spin analysis of ultracold neutrons,J,1434-6001 | EUROPEAN PHYSICAL JOURNAL A,2015
WOS:000366203100001,10.1140/epjd/e2015-60207-4,Measurement of a false electric dipole moment signal from 199Hg atoms exposed to an inhomogeneous magnetic field,J,1434-6060 | EUROPEAN PHYSICAL JOURNAL D,2015
WOS:000361670200002,10.1103/physrevd.92.052008,Gravitational depolarization of ultracold neutrons: Comparison with data,J,1550-7998 | PHYSICAL REVIEW D,2015
WOS:000360770700004,10.1007/s10751-015-1154-8,The GBAR antimatter gravity experiment,C,0304-3843 | HYPERFINE INTERACTIONS,2015
WOS:000364020300001,10.1103/physrevd.92.092003,Revised experimental upper limit on the electric dipole moment of the neutron,J,1550-7998 | PHYSICAL REVIEW D,2015
WOS:000353565500058,10.5506/aphyspolb.46.721,GAMMA-RAY SPECTROSCOPY IN THE VICINITY OF 108Zr,J,0587-4254 | ACTA PHYSICA POLONICA B,2015
WOS:000364250600073,10.1016/j.physletb.2015.09.043,"Lifetime measurements of the first 2+ states in 104,106Zr: Evolution of ground-state deformations",J,0370-2693 | PHYSICS LETTERS B,2015
WOS:000365510100001,10.1103/physrevc.92.051305,Two-hole structure outside 78Ni: Existence of a μs isomer of 76Co and β decay into 76Ni,J,0556-2813 | PHYSICAL REVIEW C,2015
WOS:000355092400003,10.1103/physrevc.91.054324,β decay of 129Cd and excited states in 129In,J,0556-2813 | PHYSICAL REVIEW C,2015
